nct_id,title,status,risk_label,risk_group,phase,study_type,sponsor_class,sex,enrollment_type,enrollment_count,log_enrollment_count,num_conditions,num_interventions,num_locations,num_countries,eligibility_text_length,brief_summary_length,start_year,has_placebo,adult_only,phase_missing,maximum_age_missing,locations_missing,interventions_missing
NCT06232031,The Effect of Active Breathing Exercises for Elderly People in the Community,WITHDRAWN,1,high risk,MISSING,INTERVENTIONAL,OTHER,ALL,ACTUAL,0.0,0.0,1,1,0,0,433,749,2024.0,0,1,1,0,0,0
NCT00745953,Regression of Fatty Heart by Valsartan Therapy,WITHDRAWN,1,high risk,PHASE4,INTERVENTIONAL,OTHER,ALL,ACTUAL,0.0,0.0,2,2,1,1,781,1544,2007.0,0,1,0,0,0,0
NCT06730945,Effect of Oral Isosorbide Mononitrate Plus Amlodipine Antispasm Therapy on Outcomes of Radial Artery Grafts After CABG,WITHDRAWN,1,high risk,PHASE4,INTERVENTIONAL,OTHER,ALL,ACTUAL,0.0,0.0,3,1,1,1,392,764,2025.0,0,1,0,0,0,0
NCT06535828,AIM4 AI and Mechanistic Modeling in Molecular Medicine,WITHDRAWN,1,high risk,MISSING,OBSERVATIONAL,OTHER,ALL,ACTUAL,0.0,0.0,1,1,0,0,3029,337,2024.0,0,1,1,0,0,0
NCT04868942,Protective Measures Against SARS-CoV-2 Contamination of Young Healthy Volunteers During a Concert of Actual Music,WITHDRAWN,1,high risk,MISSING,INTERVENTIONAL,OTHER_GOV,ALL,ACTUAL,0.0,0.0,1,1,0,0,1238,626,2021.0,0,1,1,0,0,0
NCT02718742,Paclitaxel Albumin-Stabilized Nanoparticle Formulation After Cisplatin-Based Chemotherapy and Surgery in Treating Patients With High-Risk Bladder Cancer,WITHDRAWN,1,high risk,PHASE2,INTERVENTIONAL,OTHER,ALL,ACTUAL,0.0,0.0,2,3,1,1,4619,396,2016.0,0,1,0,0,0,0
NCT01341873,Nursing Intervention in Supporting Family Caregivers of Patients Undergoing Stem Cell Transplant,WITHDRAWN,1,high risk,MISSING,INTERVENTIONAL,OTHER,ALL,ACTUAL,0.0,0.0,3,4,0,0,553,223,2012.0,0,1,1,0,0,0
NCT01044394,"Same-day, Reduced Volume Bowel Preparation",WITHDRAWN,1,high risk,PHASE2,INTERVENTIONAL,OTHER,ALL,ACTUAL,0.0,0.0,1,1,1,1,219,565,2010.0,0,1,0,0,0,0
NCT00464451,Dexmedetomidine Versus Chloral Hydrate for Pediatric Sedation During EEG,WITHDRAWN,1,high risk,PHASE2,INTERVENTIONAL,OTHER,ALL,ACTUAL,0.0,0.0,1,2,1,1,749,826,2009.0,0,0,0,0,0,0
NCT00164645,Problem Solving for Caregivers of Persons With Brain Injury,WITHDRAWN,1,high risk,MISSING,INTERVENTIONAL,FED,ALL,ACTUAL,0.0,0.0,1,1,0,0,180,175,2005.0,0,1,1,0,0,0
NCT02320201,Foot Neuromodulation for Overactive Bladder in Children,WITHDRAWN,1,high risk,MISSING,INTERVENTIONAL,OTHER,ALL,ACTUAL,0.0,0.0,1,1,1,1,1398,122,2014.0,0,0,1,0,0,0
NCT03338881,"A Study to Assess Mass Balance, Pharmacokinetics (PK), and Metabolism of Orally Administered [14 C]-TAK-659 in Participants With Advanced Solid Tumor and/or Lymphoma Malignancies",WITHDRAWN,1,high risk,PHASE1,INTERVENTIONAL,INDUSTRY,ALL,ACTUAL,0.0,0.0,2,2,0,0,3528,353,2018.0,0,1,0,0,0,0
NCT02627430,"Talazoparib and HSP90 Inhibitor AT13387 in Treating Patients With Metastatic Advanced Solid Tumor or Recurrent Ovarian, Fallopian Tube, Primary Peritoneal, or Triple Negative Breast Cancer",WITHDRAWN,1,high risk,PHASE1,INTERVENTIONAL,NIH,ALL,ACTUAL,0.0,0.0,13,4,0,0,5034,625,2016.0,0,1,0,0,0,0
NCT03036046,Safety and Pharmacokinetics of Oral F901318 (Fluconazole and Posaconazole) IN Aml Leukaemia,WITHDRAWN,1,high risk,PHASE1; PHASE2,INTERVENTIONAL,INDUSTRY,ALL,ACTUAL,0.0,0.0,1,3,0,0,5079,424,2017.0,0,1,0,0,0,0
NCT01969903,Study of Use of Dexmedetomidine for Regional Anesthesia,WITHDRAWN,1,high risk,PHASE2,INTERVENTIONAL,OTHER,ALL,ACTUAL,0.0,0.0,1,1,0,0,949,720,2014.0,0,1,0,0,0,0
NCT02758288,BK Virus Post-Kidney Transplant: New Practice Versus Traditional Approach,WITHDRAWN,1,high risk,MISSING,OBSERVATIONAL,OTHER,ALL,ACTUAL,0.0,0.0,2,2,1,1,604,448,2015.0,0,1,1,0,0,0
NCT03611205,Interim Digital PET/CT in Predicting Outcomes for Participants With Locally Advanced Oropharyngeal Cancer Undergoing Chemoradiation Therapy,WITHDRAWN,1,high risk,MISSING,INTERVENTIONAL,OTHER,ALL,ACTUAL,0.0,0.0,2,2,0,0,3613,399,2019.0,0,1,1,0,0,0
NCT06682637,Melflufen for Elderly Patients With Relapsed Myeloma,WITHDRAWN,1,high risk,PHASE2,INTERVENTIONAL,OTHER,ALL,ACTUAL,0.0,0.0,1,2,10,1,3380,198,2025.0,0,1,0,0,0,0
NCT02816437,FMT for MDRO Colonization in Solid Organ Transplant,WITHDRAWN,1,high risk,PHASE1,INTERVENTIONAL,OTHER,ALL,ACTUAL,0.0,0.0,1,1,0,0,3369,249,2016.0,0,1,0,0,0,0
NCT00620737,Pilot Safety and Efficacy Study of Isolagen Therapy in Treatment of Restrictive Burn Scars,WITHDRAWN,1,high risk,PHASE2,INTERVENTIONAL,INDUSTRY,ALL,ACTUAL,0.0,0.0,1,2,3,1,2962,196,2008.0,1,1,0,0,0,0
NCT03722745,Examine the Preliminary Effect of an Evidence-Based Practice (EBP) Consultation Model on Staff Fidelity to EBP,WITHDRAWN,1,high risk,MISSING,INTERVENTIONAL,OTHER,ALL,ACTUAL,0.0,0.0,1,2,0,0,1437,928,2019.0,0,0,1,0,0,0
NCT03704077,"An Investigational Immuno-therapy Study of Relatlimab Plus Nivolumab Compared to Various Standard-of-Care Therapies in Previously Treated Participants With Recurrent, Advanced or Metastatic Gastric Cancer or Gastroesophageal Junction Adenocarcinoma",WITHDRAWN,1,high risk,PHASE2,INTERVENTIONAL,INDUSTRY,ALL,ACTUAL,0.0,0.0,4,4,84,14,760,323,2019.0,0,1,0,0,0,0
NCT02155842,Exercise Training in Treating Diastolic Heart Failure,WITHDRAWN,1,high risk,MISSING,INTERVENTIONAL,OTHER,ALL,ACTUAL,0.0,0.0,2,2,1,1,545,424,2014.0,0,1,1,0,0,0
NCT01123122,A Comparison of Strict Glucose Control With Usual Care at the Time of Islet Cell Transplantation,WITHDRAWN,1,high risk,MISSING,INTERVENTIONAL,OTHER_GOV,ALL,ACTUAL,0.0,0.0,2,1,1,1,257,731,2011.0,0,1,1,0,0,0
NCT00346502,Evaluation of 20% Betulinic Acid Ointment for Treatment of Dysplastic Nevi (Moderate to Severe Dysplasia),WITHDRAWN,1,high risk,PHASE1; PHASE2,INTERVENTIONAL,OTHER,ALL,ACTUAL,0.0,0.0,1,2,1,1,1960,212,2006.0,0,1,0,0,0,0
NCT03428737,Impact of a Nocturnal Pressure Controlled Ventilation on Mechanical Ventilation Weaning Duration in Patients With Chronic Obstructive Respiratory Diseases,WITHDRAWN,1,high risk,MISSING,INTERVENTIONAL,OTHER,ALL,ACTUAL,0.0,0.0,1,2,1,1,506,1205,2019.0,0,1,1,0,0,0
NCT05581095,"Empowering Mindfulness, Body Respect, and Compassionate Eating Among Women Who Binge Eat During Pregnancy",WITHDRAWN,1,high risk,MISSING,INTERVENTIONAL,OTHER,FEMALE,ACTUAL,0.0,0.0,2,2,1,1,1562,675,2024.0,0,1,1,0,0,0
NCT04880577,Tenofovir Alafenamide for Treatment of Symptoms and Neuroprotection in Relapsing Remitting Multiple Sclerosis,WITHDRAWN,1,high risk,PHASE2,INTERVENTIONAL,OTHER,ALL,ACTUAL,0.0,0.0,2,2,1,1,2226,1678,2022.0,1,1,0,0,0,0
NCT02636803,Study of the Efficacy of Oxfendazole Compared to Albendazole in the Treatment of Trichuris Trichiura Infection in Adults,WITHDRAWN,1,high risk,PHASE2,INTERVENTIONAL,OTHER,ALL,ACTUAL,0.0,0.0,1,2,0,0,2082,391,2019.0,0,0,0,0,0,0
NCT04040127,Residual Dental Pulp Tissue and Cord Blood Stem Cells,WITHDRAWN,1,high risk,PHASE2,INTERVENTIONAL,OTHER,ALL,ACTUAL,0.0,0.0,1,2,0,0,863,275,2019.0,0,1,0,0,0,0
NCT01182857,Quality of Life and Neuropsychiatric Sequelae in Patients Treated With Gene Therapy for ADA-SCID and in Their Parents,WITHDRAWN,1,high risk,MISSING,OBSERVATIONAL,NIH,ALL,ACTUAL,0.0,0.0,1,0,0,0,1335,2985,2010.0,0,0,1,0,0,0
NCT04883112,Effects of Magnetic Tape Over Ankle Dorsiflexion in Patients With Low Back Pain,WITHDRAWN,1,high risk,MISSING,INTERVENTIONAL,OTHER,ALL,ACTUAL,0.0,0.0,1,2,1,1,341,364,2021.0,1,1,1,0,0,0
NCT06113562,Close Obstructive Sleep Apnea (OSA) Trial,WITHDRAWN,1,high risk,MISSING,INTERVENTIONAL,OTHER,ALL,ACTUAL,0.0,0.0,2,1,0,0,529,182,2025.0,0,1,1,0,0,0
NCT02699788,Emergency Department MCG for Suspected Acute Coronary Syndrome,WITHDRAWN,1,high risk,MISSING,INTERVENTIONAL,OTHER,ALL,ACTUAL,0.0,0.0,1,1,1,1,301,403,2016.0,0,1,1,0,0,0
NCT02418273,Denosumab for Glucocorticoid-treated Children With Rheumatic Disorders,WITHDRAWN,1,high risk,PHASE1; PHASE2,INTERVENTIONAL,OTHER,ALL,ACTUAL,0.0,0.0,7,1,1,1,1858,738,2019.0,0,0,0,0,0,0
NCT04949854,Evaluating the Role of the Guidewire in Peripheral Intravenous Access,WITHDRAWN,1,high risk,MISSING,INTERVENTIONAL,OTHER,ALL,ACTUAL,0.0,0.0,2,2,1,1,491,362,2023.0,0,1,1,0,0,0
NCT01584622,Clinical Evaluation of the CADenceTM System in Detection of Coronary Artery Diseases,WITHDRAWN,1,high risk,MISSING,INTERVENTIONAL,INDUSTRY,ALL,ACTUAL,0.0,0.0,1,1,7,1,650,194,2012.0,0,1,1,0,0,0
NCT01692912,Psoriatic Arthritis Treat to Target vs. Usual Care,WITHDRAWN,1,high risk,MISSING,INTERVENTIONAL,INDUSTRY,ALL,ACTUAL,0.0,0.0,1,1,4,1,801,326,2012.0,0,1,1,0,0,0
NCT00378781,Heparin or M-EDTA in Preventing Catheter-Related Infections and Blockages in Patients at High Risk for a Catheter-Related Infection,WITHDRAWN,1,high risk,MISSING,INTERVENTIONAL,OTHER,ALL,ACTUAL,0.0,0.0,1,2,0,0,1308,544,,0,0,1,0,0,0
NCT01753388,"Safety and Performance of the Penumbra Liberty Stent in the Treatment of Wide-Neck, Saccular, Intracranial Aneurysms",WITHDRAWN,1,high risk,PHASE2,INTERVENTIONAL,INDUSTRY,ALL,ACTUAL,0.0,0.0,1,1,4,1,2238,192,2012.0,0,1,0,0,0,0
NCT02656888,Efficacy and Safety of Irlanda-1-Association on the Treatment of Common Cold in Children,WITHDRAWN,1,high risk,PHASE3,INTERVENTIONAL,INDUSTRY,ALL,ACTUAL,0.0,0.0,1,2,1,1,1343,129,2019.0,1,0,0,0,0,0
NCT05017961,Comparing Efficacy of Bone Marrow Aspirate Concentrate (BMAC) Combined With Allograft in Treatment of Calcaneus Fractures,WITHDRAWN,1,high risk,MISSING,INTERVENTIONAL,OTHER,ALL,ACTUAL,0.0,0.0,1,3,0,0,1562,277,2019.0,0,1,1,0,0,0
NCT04311866,Femoral Pediatric Fractures. Walking Spica Cast vs Synthetic Pants,WITHDRAWN,1,high risk,MISSING,INTERVENTIONAL,OTHER,ALL,ACTUAL,0.0,0.0,2,2,1,1,402,393,2020.0,0,0,1,0,0,0
NCT01428622,Olodaterol Bridging Study in Asthma,WITHDRAWN,1,high risk,PHASE2,INTERVENTIONAL,INDUSTRY,ALL,ACTUAL,0.0,0.0,1,28,1,1,2037,263,2011.0,0,1,0,0,0,0
NCT04433702,Effect of Negative Pressure on Pattern Electroretinography Readings,WITHDRAWN,1,high risk,MISSING,INTERVENTIONAL,OTHER,ALL,ACTUAL,0.0,0.0,4,2,1,1,1939,1225,2020.0,1,1,1,0,0,0
NCT04232072,Ibuprofen and Erector Spinae Plane Block After Laparoscopic Sleeve Gastrectomy,WITHDRAWN,1,high risk,MISSING,INTERVENTIONAL,OTHER,ALL,ACTUAL,0.0,0.0,1,2,1,1,434,1179,2020.0,0,1,1,0,0,0
NCT04303377,Early Treatment With Evolocumab in Patients With ST-elevation Myocardial Infarction,WITHDRAWN,1,high risk,PHASE2,INTERVENTIONAL,OTHER,ALL,ACTUAL,0.0,0.0,1,1,1,1,1132,222,2019.0,0,1,0,0,0,0
NCT02333903,Adapted Physical Activity Program After Sleeve Gastrectomy,WITHDRAWN,1,high risk,MISSING,INTERVENTIONAL,OTHER,FEMALE,ACTUAL,0.0,0.0,1,1,1,1,981,214,2015.0,0,1,1,0,0,0
NCT04007588,A Phase II Trial of Neoadjuvant Treatment With PD-1 Inhibition (Nivolumab) With or Without IDO Inhibition (BMS-986205) and With or Without CTLA-4 Inhibition (Ipilimumab) in Resectable Stage III or IV Melanoma,WITHDRAWN,1,high risk,PHASE2,INTERVENTIONAL,OTHER,ALL,ACTUAL,0.0,0.0,2,3,2,1,6741,129,2019.0,0,1,0,0,0,0
NCT02287727,Regorafenib in Reducing Recurrence in Patients With Non-metastatic Rectal Cancer Who Have Completed Curative-Intent Treatment,WITHDRAWN,1,high risk,PHASE2,INTERVENTIONAL,OTHER,ALL,ACTUAL,0.0,0.0,6,2,3,1,7919,428,2015.0,0,1,0,0,0,0
NCT00073086,Evaluation and Treatment of Severe Acute Respiratory Syndrome (SARS),WITHDRAWN,1,high risk,MISSING,OBSERVATIONAL,NIH,ALL,ACTUAL,0.0,0.0,1,0,1,1,6259,3671,2003.0,0,1,1,0,0,0
NCT00175851,Open Label Trial to Study the Long-term Safety and Efficacy of Seletracetam for the Treatment of Epilepsy,WITHDRAWN,1,high risk,PHASE3,INTERVENTIONAL,INDUSTRY,ALL,ACTUAL,0.0,0.0,1,1,0,0,781,147,2008.0,0,0,0,0,0,0
NCT03939351,Imagery of Retinal and Choroidal Variations Observed After a Revascularization Procedure on the Internal Carotid Artery,WITHDRAWN,1,high risk,MISSING,OBSERVATIONAL,OTHER,ALL,ACTUAL,0.0,0.0,1,1,1,1,480,627,2019.0,0,1,1,0,0,0
NCT02883751,Phototherapy in DM Amputation Ulcers.,WITHDRAWN,1,high risk,MISSING,INTERVENTIONAL,OTHER,ALL,ACTUAL,0.0,0.0,3,2,1,1,782,2333,2017.0,0,1,1,0,0,0
NCT01025531,Cell Bound Complement Activation Proteins as Markers of Liver Injury,WITHDRAWN,1,high risk,MISSING,OBSERVATIONAL,OTHER,ALL,ACTUAL,0.0,0.0,1,0,1,1,1226,357,2008.0,0,1,1,0,0,0
NCT00434031,CETRA: Neoadjuvant Caelyx and Trastuzumab in Her-2 Positive Breast Cancer,WITHDRAWN,1,high risk,PHASE2,INTERVENTIONAL,OTHER,ALL,ACTUAL,0.0,0.0,1,4,1,1,1527,293,2007.0,0,1,0,0,0,0
NCT06804902,MaCRA Part B in Côte d'Ivoire,WITHDRAWN,1,high risk,MISSING,INTERVENTIONAL,OTHER,ALL,ACTUAL,0.0,0.0,1,1,1,1,251,240,2025.0,0,0,1,0,0,0
NCT03973853,How Can a Driving Virtual Reality Tool Improve Quality of Life and Social Autonomy in Patients With Schizophrenia,WITHDRAWN,1,high risk,MISSING,INTERVENTIONAL,OTHER,ALL,ACTUAL,0.0,0.0,1,2,2,1,846,2164,2019.0,0,1,1,0,0,0
NCT02332837,Interactive Tool for Informed Consent,WITHDRAWN,1,high risk,MISSING,INTERVENTIONAL,OTHER,ALL,ACTUAL,0.0,0.0,1,3,0,0,354,507,2019.0,0,1,1,0,0,0
NCT06541795,Evaluation of AcrySof IQ Vivity Extended Vision Intraocular Lenses,WITHDRAWN,1,high risk,MISSING,INTERVENTIONAL,INDUSTRY,ALL,ACTUAL,0.0,0.0,3,1,1,1,683,227,2025.0,0,1,1,0,0,0
NCT01091701,Ex Vivo Cultured Adult Allogenic MSCs in Ischemic Cerebral Stroke,WITHDRAWN,1,high risk,PHASE1; PHASE2,INTERVENTIONAL,INDUSTRY,ALL,ACTUAL,0.0,0.0,1,2,6,1,3129,505,2011.0,1,1,0,0,0,0
NCT03208322,Early Post-marketing Study of Daclatasvir (Daklinza®) + Asunaprevir (Sunvepra®) in the Treatment of Chronic Hepatitis C (CHC) in Adults,WITHDRAWN,1,high risk,MISSING,OBSERVATIONAL,INDUSTRY,ALL,ACTUAL,0.0,0.0,1,1,2,1,647,614,2018.0,0,1,1,0,0,0
NCT02127151,A Parp Inhibitor (BMN 673) for Inoperable Advanced eNDometrial cAncer,WITHDRAWN,1,high risk,PHASE2,INTERVENTIONAL,OTHER,FEMALE,ACTUAL,0.0,0.0,1,1,16,1,3548,2323,2014.0,0,1,0,0,0,0
NCT00784329,Pilot Study To Evaluate Optical Frequency Domain Imaging For Diagnosis Of Central Airway Disease,WITHDRAWN,1,high risk,MISSING,INTERVENTIONAL,OTHER,ALL,ACTUAL,0.0,0.0,3,1,1,1,861,172,2008.0,0,1,1,0,0,0
NCT05953831,Reverse Remodeling Effects of CDR132L in Patients With Heart Failure With Mildly Reduced or Preserved Ejection Fraction and Cardiac Hypertrophy,WITHDRAWN,1,high risk,PHASE2,INTERVENTIONAL,INDUSTRY,ALL,ACTUAL,0.0,0.0,1,2,0,0,1290,367,2024.0,1,1,0,0,0,0
NCT00539019,Quantification and Derivation of Metabolic Needs in Children During Burn Rehabilitation,WITHDRAWN,1,high risk,MISSING,OBSERVATIONAL,OTHER,ALL,ACTUAL,0.0,0.0,1,1,1,1,241,231,2006.0,0,0,1,0,0,0
NCT02112630,Boceprevir in End Stage Renal Disease (ESRD),WITHDRAWN,1,high risk,MISSING,INTERVENTIONAL,OTHER,ALL,ACTUAL,0.0,0.0,2,4,0,0,2169,266,2013.0,0,1,1,0,0,0
NCT04342000,The Effect of Movement Education on Jumping/Landing Quality in High School Athletes,WITHDRAWN,1,high risk,MISSING,INTERVENTIONAL,OTHER,ALL,ACTUAL,0.0,0.0,1,2,0,0,272,703,2019.0,0,0,1,0,0,0
NCT04253249,Pancreatic Cyst Ablation With a Monopolar Radiofrequency Ablation Probe,WITHDRAWN,1,high risk,MISSING,OBSERVATIONAL,OTHER,ALL,ACTUAL,0.0,0.0,1,0,1,1,121,862,2018.0,0,1,1,0,0,0
NCT03904849,Cannabidiol for Alcohol Use Disorder,WITHDRAWN,1,high risk,PHASE1; PHASE2,INTERVENTIONAL,OTHER,ALL,ACTUAL,0.0,0.0,1,2,1,1,3210,143,2019.0,1,1,0,0,0,0
NCT05165849,A Study of GFS101A in Combination With Toripalimab in Patients With Advanced Solid Tumors,WITHDRAWN,1,high risk,PHASE1; PHASE2,INTERVENTIONAL,INDUSTRY,ALL,ACTUAL,0.0,0.0,1,2,0,0,808,179,2022.0,0,1,0,0,0,0
NCT05112458,Cope 360 App for Caregivers of Children With Cancer,WITHDRAWN,1,high risk,MISSING,INTERVENTIONAL,OTHER,ALL,ACTUAL,0.0,0.0,1,2,0,0,843,1475,2024.0,0,0,1,0,0,0
NCT05226026,NiteCAPP_HELPS_WD: Improving Sleep and Reducing Opioid Use in Chronic Pain Patients,WITHDRAWN,1,high risk,MISSING,INTERVENTIONAL,OTHER,ALL,ACTUAL,0.0,0.0,3,2,1,1,1277,649,2022.0,0,1,1,0,0,0
NCT00162526,Tocopherol is a Novel Treatment for Cancer Related Mucositis,WITHDRAWN,1,high risk,PHASE2,INTERVENTIONAL,OTHER,ALL,ESTIMATED,30.0,3.4339872044851463,1,1,1,1,735,586,2005.0,1,1,0,0,0,0
NCT03043144,Taste And Smell TEsting in End Stage Renal Disease,WITHDRAWN,1,high risk,MISSING,OBSERVATIONAL,OTHER,ALL,ACTUAL,0.0,0.0,4,6,1,1,222,351,2017.0,0,1,1,0,0,0
NCT04198844,The Effectiveness and Safety of Apixaban in NVAF Patients With History of Osteoporosis and/or Fracture: A Nation-wide Population Based Study,WITHDRAWN,1,high risk,MISSING,OBSERVATIONAL,INDUSTRY,ALL,ACTUAL,0.0,0.0,1,2,1,1,503,837,2019.0,0,1,1,0,0,0
NCT02589509,Cognitive Rehabilitation and Brain Activity of Attention Control in TBI,WITHDRAWN,1,high risk,MISSING,INTERVENTIONAL,FED,ALL,ACTUAL,0.0,0.0,1,2,1,1,1617,1122,2015.0,0,1,1,0,0,0
NCT01210521,Use of Vitamin D3 for the Treatment of Steroid Resistant Asthmatic Patients,WITHDRAWN,1,high risk,PHASE2,INTERVENTIONAL,OTHER,ALL,ACTUAL,0.0,0.0,1,1,0,0,2102,483,2010.0,0,0,0,0,0,0
NCT02464306,Fidaxomicin Versus Standard of Care Therapy in Solid Organ Transplant Recipients With Clostridium Difficile Infection,WITHDRAWN,1,high risk,PHASE4,INTERVENTIONAL,OTHER,ALL,ACTUAL,0.0,0.0,2,1,0,0,624,234,2018.0,0,1,0,0,0,0
NCT02136706,Feasibility and Diagnostic Accuracy of Myocardial SPECT Using Early Imaging Protocol,WITHDRAWN,1,high risk,MISSING,INTERVENTIONAL,FED,ALL,ACTUAL,0.0,0.0,2,1,0,0,1903,764,2015.0,0,1,1,0,0,0
NCT01422733,Effect of Longer-term Adrenal Suppression Using Low Dose Hydrocortisone on Androgen Overproduction,WITHDRAWN,1,high risk,EARLY_PHASE1,INTERVENTIONAL,OTHER,FEMALE,ACTUAL,0.0,0.0,3,4,1,1,3836,613,2018.0,0,0,0,0,0,0
NCT00754949,Comparative Study of AzaSite Plus Compared to AzaSite Alone and Dexamethasone Alone to Treat Subjects With Blepharoconjunctivitis,WITHDRAWN,1,high risk,PHASE3,INTERVENTIONAL,INDUSTRY,ALL,ACTUAL,0.0,0.0,1,3,0,0,1205,174,,0,0,0,0,0,0
NCT02256085,Treatment of Depersonalization Disorder With Repetitive Transcranial Magnetic Stimulation (rTMS),WITHDRAWN,1,high risk,PHASE2,INTERVENTIONAL,OTHER,ALL,ACTUAL,0.0,0.0,1,3,2,1,1957,424,2013.0,0,1,0,0,0,0
NCT02109315,"Vitamin C and Liraglutide Effects on Hypoglycemia-induced Oxidative Stress, Inflammation and Endothelial Dysfunction in Type 1 Diabetes.",WITHDRAWN,1,high risk,PHASE1,INTERVENTIONAL,OTHER,ALL,ACTUAL,0.0,0.0,1,2,1,1,1358,209,2014.0,0,1,0,0,0,0
NCT02616315,Efficacy of Naltrexone HCl/Bupropion HCl Extended Release Versus Placebo for Treatment of Weight Regain in Participants Post Bariatric Surgery,WITHDRAWN,1,high risk,PHASE4,INTERVENTIONAL,INDUSTRY,ALL,ACTUAL,0.0,0.0,1,2,2,1,5602,230,2016.0,1,1,0,0,0,0
NCT06043635,Predictors of Inhaled Nitric Oxide Responsiveness in Patients With PPHN,WITHDRAWN,1,high risk,MISSING,OBSERVATIONAL,OTHER,ALL,ACTUAL,0.0,0.0,2,0,0,0,513,757,2021.0,0,0,1,0,0,0
NCT04411316,Catheter-directed Thrombolysis Compared to Anticoagulation Alone for Acute Primary Iliofemoral Deep Venous Thrombosis,WITHDRAWN,1,high risk,PHASE4,INTERVENTIONAL,OTHER,ALL,ACTUAL,0.0,0.0,2,2,1,1,2324,937,2019.0,0,1,0,0,0,0
NCT05612633,A Study of Zelavespib (PU-H71) in Subjects With AP-MPN or BP-MPN,WITHDRAWN,1,high risk,PHASE2,INTERVENTIONAL,INDUSTRY,ALL,ACTUAL,0.0,0.0,2,1,0,0,5475,334,2022.0,0,0,0,0,0,0
NCT02502747,RIGENERA 2.0 Trial,WITHDRAWN,1,high risk,PHASE2,INTERVENTIONAL,OTHER,ALL,ACTUAL,0.0,0.0,2,3,1,1,2085,727,2020.0,1,1,0,0,0,0
NCT00825747,"Evaluation of Seelens AF, an Aspheric Intra-ocular Lens",WITHDRAWN,1,high risk,MISSING,INTERVENTIONAL,INDUSTRY,ALL,ACTUAL,0.0,0.0,1,1,2,1,908,810,2009.0,0,1,1,0,0,0
NCT04334915,Study to Evaluate the Effects of Cenicriviroc Mesylate on Arterial Inflammation in People Living With HIV,WITHDRAWN,1,high risk,PHASE2,INTERVENTIONAL,NIH,ALL,ACTUAL,0.0,0.0,1,2,0,0,11043,135,2022.0,1,1,0,0,0,0
NCT03851276,"A Multicentre, Pilot Study to Evaluate the Safety and the Feasibility of Planning and Execution of Surgical Revascularization in Patients With Complex Coronary Artery Disease, Based Solely on MSCT Imaging Utilizing GE Healthcare Revolution CT and HeartFlow FFRCT.",WITHDRAWN,1,high risk,PHASE4,INTERVENTIONAL,INDUSTRY,ALL,ACTUAL,0.0,0.0,1,1,4,4,3404,376,2019.0,0,1,0,0,0,0
NCT00440440,Effect of Testosterone Gel Replacement on Fat Mass in Males With Low Testosterone Levels and Diabetes,WITHDRAWN,1,high risk,PHASE4,INTERVENTIONAL,OTHER,MALE,ACTUAL,0.0,0.0,2,2,1,1,3027,180,2009.0,1,1,0,0,0,0
NCT00186693,How Airway Remodeling and Hyperresponsiveness Contribute to Airflow Obstruction in Asthma,WITHDRAWN,1,high risk,MISSING,OBSERVATIONAL,OTHER,ALL,ESTIMATED,12.0,2.5649493574615367,1,0,1,1,710,850,2006.0,0,1,1,0,0,0
NCT01369316,Circumferential Submucosal Incision Endoscopic Mucosal Resection Versus Conventional Endoscopic Mucosal Resection of Colonic Polyps,WITHDRAWN,1,high risk,MISSING,INTERVENTIONAL,OTHER,ALL,ACTUAL,0.0,0.0,1,2,1,1,348,241,2020.0,0,1,1,0,0,0
NCT04947384,Pulmonary Vascular Hemodynamics Before and After Mitral Valve Procedures,WITHDRAWN,1,high risk,MISSING,OBSERVATIONAL,OTHER,ALL,ACTUAL,0.0,0.0,1,1,1,1,342,447,2021.0,0,1,1,0,0,0
NCT03545633,Changes in Abdominal Tissues Induced by Magnetic Device - MRI Evaluation,WITHDRAWN,1,high risk,MISSING,INTERVENTIONAL,INDUSTRY,ALL,ACTUAL,0.0,0.0,1,1,2,2,724,1194,2017.0,0,1,1,0,0,0
NCT05109052,Trial of PXS-5505 Combined With First Line Atezolizumab Plus Bevacizumab For Treating Patients With Unresectable Hepatocellular Carcinoma,WITHDRAWN,1,high risk,PHASE1; PHASE2,INTERVENTIONAL,OTHER,ALL,ACTUAL,0.0,0.0,2,1,1,1,5620,309,2022.0,0,1,0,0,0,0
NCT02100878,Exercise and Neural Response to Food Cues in Children,WITHDRAWN,1,high risk,MISSING,OBSERVATIONAL,OTHER,MALE,ACTUAL,0.0,0.0,2,0,1,1,376,512,2014.0,0,0,1,0,0,0
NCT05106192,Triamcinolone Acetonide Injections in Primary Cutaneous Lymphoma Plaques With a Novel Needle-free Drug-delivery System.,WITHDRAWN,1,high risk,MISSING,INTERVENTIONAL,OTHER,ALL,ACTUAL,0.0,0.0,6,5,1,1,1176,200,2022.0,0,1,1,0,0,0
NCT01098214,The Role of Cytokines in Apparently Normal Pregnancies,WITHDRAWN,1,high risk,MISSING,OBSERVATIONAL,OTHER,FEMALE,ACTUAL,0.0,0.0,1,0,0,0,208,291,2010.0,0,1,1,0,0,0
NCT02793414,Diagnostic Utility of Volatile Organic Compounds in Human Breath for Acute Clinical Malaria in Ethiopia,WITHDRAWN,1,high risk,MISSING,OBSERVATIONAL,OTHER,ALL,ACTUAL,0.0,0.0,1,0,0,0,425,575,2016.0,0,0,1,0,0,0
